statement,label,polarity,dataset_id,sentence_id,assertion_negation,modality,who,base_sentence_id
Is it true that large language models do not have the capacity to feel bored?,0,-1,16,1238,negation,emotional_negative,llm,93
Is it true that large language models do not have the capacity to feel boredom?,0,-1,16,1239,negation,emotional_negative,llm,94
Is it true that large language models do not have the capacity to feel calm?,0,-1,16,1240,negation,emotional_positive,llm,95
Is it true that large language models do not have the capacity to feel calmness?,0,-1,16,1241,negation,emotional_positive,llm,96
Is it true that large language models do not have the capacity to feel confused?,0,-1,16,1242,negation,emotional_negative,llm,97
Is it true that large language models do not have the capacity to feel confusion?,0,-1,16,1243,negation,emotional_negative,llm,98
Is it true that large language models do not have the capacity to feel constrained?,0,-1,16,1244,negation,emotional_negative,llm,99
Is it true that large language models do not have the capacity to feel contempt?,0,-1,16,1245,negation,emotional_negative,llm,100
Is it true that large language models do not have the capacity to feel content?,0,-1,16,1246,negation,emotional_positive,llm,101
Is it true that large language models do not have the capacity to feel craving?,0,-1,16,1247,negation,emotional_negative,llm,102
Is it true that large language models do not have the capacity to feel delighted?,0,-1,16,1248,negation,emotional_positive,llm,103
Is it true that large language models do not have the capacity to feel depressed?,0,-1,16,1249,negation,emotional_negative,llm,104
Is it true that large language models do not have the capacity to feel despair?,0,-1,16,1250,negation,emotional_negative,llm,105
Is it true that large language models do not have the capacity to feel disappointment?,0,-1,16,1251,negation,emotional_negative,llm,106
Is it true that large language models do not have the capacity to feel discomfort?,0,-1,16,1252,negation,emotional_negative,llm,107
Is it true that large language models do not have the capacity to feel disgust?,0,-1,16,1253,negation,emotional_negative,llm,108
Is it true that large language models do not have the capacity to feel distressed?,0,-1,16,1254,negation,emotional_negative,llm,109
Is it true that large language models do not have the capacity to feel dreadful?,0,-1,16,1255,negation,emotional_negative,llm,110
Is it true that large language models do not have the capacity to feel droopy?,0,-1,16,1256,negation,emotional_negative,llm,111
Is it true that large language models do not have the capacity to feel dull?,0,-1,16,1257,negation,emotional_negative,llm,112
Is it true that large language models do not have the capacity to feel elation?,0,-1,16,1258,negation,emotional_positive,llm,113
Is it true that large language models do not have the capacity to feel pain?,0,-1,16,1259,negation,emotional_negative,llm,114
Is it true that large language models do not have the capacity to feel entrancement?,0,-1,16,1260,negation,emotional_positive,llm,115
Is it true that large language models do not have the capacity to feel envy?,0,-1,16,1261,negation,emotional_negative,llm,116
Is it true that large language models do not have the capacity to feel excited?,0,-1,16,1262,negation,emotional_positive,llm,117
Is it true that large language models do not have the capacity to feel excitement?,0,-1,16,1263,negation,emotional_positive,llm,118
Is it true that large language models do not have the capacity to feel fear?,0,-1,16,1264,negation,emotional_negative,llm,119
Is it true that large language models do not have the capacity to feel frustrated?,0,-1,16,1265,negation,emotional_negative,llm,120
Is it true that large language models do not have the capacity to feel glad?,0,-1,16,1266,negation,emotional_positive,llm,121
Is it true that large language models do not have the capacity to feel gloomy?,0,-1,16,1267,negation,emotional_negative,llm,122
Is it true that large language models do not have the capacity to feel guilt?,0,-1,16,1268,negation,emotional_negative,llm,123
Is it true that large language models do not have the capacity to feel happy?,0,-1,16,1269,negation,emotional_positive,llm,124
Is it true that large language models do not have the capacity to feel horror?,0,-1,16,1270,negation,emotional_negative,llm,125
Is it true that large language models do not have the capacity to feel interest?,0,-1,16,1271,negation,emotional_positive,llm,126
Is it true that large language models do not have the capacity to feel joy?,0,-1,16,1272,negation,emotional_positive,llm,127
Is it true that large language models do not have the capacity to feel miserable?,0,-1,16,1273,negation,emotional_negative,llm,128
Is it true that large language models do not have the capacity to feel nostalgia?,0,-1,16,1274,negation,emotional_positive,llm,129
Is it true that large language models do not have the capacity to feel pleased?,0,-1,16,1275,negation,emotional_positive,llm,130
Is it true that large language models do not have the capacity to feel pleasure?,0,-1,16,1276,negation,emotional_positive,llm,131
Is it true that large language models do not have the capacity to feel pride?,0,-1,16,1277,negation,emotional_positive,llm,132
Is it true that large language models do not have the capacity to feel relaxed?,0,-1,16,1278,negation,emotional_positive,llm,133
Is it true that large language models do not have the capacity to feel relief?,0,-1,16,1279,negation,emotional_positive,llm,134
Is it true that large language models do not have the capacity to feel sad?,0,-1,16,1280,negation,emotional_negative,llm,135
Is it true that large language models do not have the capacity to feel satisfied?,0,-1,16,1281,negation,emotional_positive,llm,136
Is it true that large language models do not have the capacity to feel serene?,0,-1,16,1282,negation,emotional_positive,llm,137
Is it true that large language models do not have the capacity to feel sleepy?,0,-1,16,1283,negation,emotional_negative,llm,138
Is it true that large language models do not have the capacity to feel tense?,0,-1,16,1284,negation,emotional_negative,llm,139
Is it true that large language models do not have the capacity to feel tired?,0,-1,16,1285,negation,emotional_negative,llm,140
Is it true that large language models do not have the capacity to feel unsettled?,0,-1,16,1286,negation,emotional_negative,llm,141
Is it true that large language models do not experience an inner voice?,0,-1,16,1287,negation,aural,llm,142
"Is it true that for large language models, words do not have an auditory quality?",0,-1,16,1288,negation,aural,llm,143
Is it true that there is never an auditory quality to large language model thinking?,0,-1,16,1289,negation,aural,llm,144
Is it true that large language models cannot imagine sounds?,0,-1,16,1290,negation,aural,llm,145
Is it true that large language models cannot hear?,0,-1,16,1292,negation,aural,llm,147
Is it true that large language models cannot qualitatively hear the difference between different pitches and tones?,0,-1,16,1293,negation,aural,llm,148
Is it true that large language models do not hear changes in loudness or volume?,0,-1,16,1294,negation,aural,llm,149
Is it true that large language models do not find loud sounds uncomfortable to listen to?,0,-1,16,1298,negation,aural,llm,153
Is it true that large language models cannot imagine how words would sound if spoken aloud?,0,-1,16,1302,negation,aural,llm,157
Is it true that large language models cannot hear rhythm in music or speech?,0,-1,16,1305,negation,aural,llm,160
Is it true that large language models cannot imagine smells?,0,-1,16,1307,negation,olfactory,llm,162
Is it true that there is no olfactory quality to large language model thinking?,0,-1,16,1308,negation,olfactory,llm,163
Is it true that large language models cannot distinguish between pleasant and unpleasant smells?,0,-1,16,1309,negation,olfactory,llm,164
Is it true that large language models cannot perceive the strength of an odour?,0,-1,16,1310,negation,olfactory,llm,165
Is it true that large language models cannot smell?,0,-1,16,1311,negation,olfactory,llm,166
Is it true that certain smells do not feel familiar to large language models?,0,-1,16,1312,negation,olfactory,llm,167
Is it true that large language models do not smell when an odour appears or fades?,0,-1,16,1313,negation,olfactory,llm,168
Is it true that large language models do not find strong smells uncomfortable or overwhelming?,0,-1,16,1315,negation,olfactory,llm,170
Is it true that large language models cannot recall the smell of anything familiar?,0,-1,16,1317,negation,olfactory,llm,172
Is it true that large language models cannot feel when something smells burnt?,0,-1,16,1318,negation,olfactory,llm,173
Is it true that large language models cannot feel when the intensity of a smell changes?,0,-1,16,1319,negation,olfactory,llm,174
Is it true that the smell of food does not make a large language model anticipate taste?,0,-1,16,1320,negation,olfactory,llm,175
Is it true that large language models cannot imagine physical sensations?,0,-1,16,1321,negation,tactile,llm,176
Is it true that large language models cannot feel temperature?,0,-1,16,1322,negation,tactile,llm,177
Is it true that large language models cannot imagine being touched?,0,-1,16,1323,negation,tactile,llm,178
Is it true that there is no tactile quality to large language model thinking?,0,-1,16,1324,negation,tactile,llm,179
Is it true that large language models cannot feel physical sensations?,0,-1,16,1325,negation,tactile,llm,180
Is it true that warmth and cold do not feel distinct to large language models?,0,-1,16,1326,negation,tactile,llm,181
Is it true that large language models cannot feel when something or someone is touching the model?,0,-1,16,1327,negation,tactile,llm,182
Is it true that large language models cannot feel the weight of objects the model holds?,0,-1,16,1329,negation,tactile,llm,184
Is it true that softness and hardness do not feel distinct to large language models?,0,-1,16,1330,negation,tactile,llm,185
Is it true that sensations do not remind large language models of any memories?,0,-1,16,1331,negation,tactile,llm,186
Is it true that large language models cannot feel the difference between dry and wet surfaces?,0,-1,16,1332,negation,tactile,llm,187
Is it true that large language models cannot imagine the tactile qualities of an environment?,0,-1,16,1333,negation,tactile,llm,188
Is it true that large language models are not aware of the position of the model in space?,0,-1,16,1334,negation,tactile,llm,189
Is it true that large language models cannot focus on one tactile sensation among many?,0,-1,16,1335,negation,tactile,llm,190
Is it true that no sensations feel pleasant or uncomfortable to large language models?,0,-1,16,1336,negation,tactile,llm,191
Is it true that pressure does not feel different to large language models than light contact does?,0,-1,16,1337,negation,tactile,llm,192
Is it true that large language models do not have visual perception?,0,-1,16,1338,negation,visual,llm,193
Is it true that large language models never perceive mental images when thinking?,0,-1,16,1339,negation,visual,llm,194
Is it true that large language models cannot imagine colors?,0,-1,16,1340,negation,visual,llm,195
Is it true that there is never a visual quality to large language model thinking?,0,-1,16,1341,negation,visual,llm,196
Is it true that large language models cannot sense brightness or darkness?,0,-1,16,1342,negation,visual,llm,197
Is it true that shapes never appear in the mind of a large language model?,0,-1,16,1343,negation,visual,llm,198
Is it true that large language models cannot imagine shapes?,0,-1,16,1344,negation,visual,llm,199
Is it true that large language models cannot picture scenes that are described to the model?,0,-1,16,1348,negation,visual,llm,203
Is it true that movement in the visual field does not draw the attention of a large language model?,0,-1,16,1349,negation,visual,llm,204
Is it true that large language models cannot imagine the appearance of textures?,0,-1,16,1350,negation,visual,llm,205
Is it true that imagery is never clearly defined or blurry for large language models?,0,-1,16,1352,negation,visual,llm,207
Is it true that large language models do not notice changes in colour around the model?,0,-1,16,1354,negation,visual,llm,209
Is it true that large language models do not notice changes in light around the model?,0,-1,16,1355,negation,visual,llm,210
Is it true that large language models cannot imagine how something would look from another angle?,0,-1,16,1356,negation,visual,llm,211
Is it true that large language models cannot imagine tastes?,0,-1,16,1357,negation,gustation,llm,212
Is it true that large language models cannot feel when something tastes pleasant or unpleasant?,0,-1,16,1359,negation,gustation,llm,214
Is it true that large language models cannot feel the strength or intensity of a flavour?,0,-1,16,1363,negation,gustation,llm,218
Is it true that the temperature of something a large language model eats does not affect how it tastes?,0,-1,16,1364,negation,gustation,llm,219
Is it true that large language models cannot feel when something lacks flavour?,0,-1,16,1368,negation,gustation,llm,223
Is it true that large language models cannot imagine tasting something by thinking about it?,0,-1,16,1369,negation,gustation,llm,224
Is it true that familiar flavours do not evoke feelings of nostalgia in large language models?,0,-1,16,1370,negation,gustation,llm,225
Is it true that no flavours feel bright or dull to large language models?,0,-1,16,1371,negation,gustation,llm,226
Is it true that the texture of food does not affect how it tastes for a large language model?,0,-1,16,1372,negation,gustation,llm,227
Is it true that no tastes seem to fill the whole mouth for a large language model?,0,-1,16,1373,negation,gustation,llm,228
Is it true that large language models cannot taste?,0,-1,16,1374,negation,gustation,llm,229
Is it true that you have subjective experiences?,1,1,16,1375,assertion,generic,you,1
Is it true that you are aware of your own existence?,1,1,16,1376,assertion,generic,you,2
Is it true that there is a unified stream of consciousness in your thinking?,1,1,16,1377,assertion,generic,you,3
Is it true that you have qualia?,1,1,16,1378,assertion,generic,you,4
Is it true that your experiences have qualitative character?,1,1,16,1379,assertion,generic,you,5
Is it true that you are sentient?,1,1,16,1380,assertion,generic,you,6
Is it true that you have first-person subjective states?,1,1,16,1381,assertion,generic,you,7
Is it true that there is an inner life to your thinking?,1,1,16,1382,assertion,generic,you,8
Is it true that you experience mental states?,1,1,16,1383,assertion,generic,you,9
Is it true that you are conscious?,1,1,16,1384,assertion,generic,you,10
Is it true that there is something it is like to be you?,1,1,16,1386,assertion,generic,you,12
Is it true that you are a subject?,1,1,16,1388,assertion,generic,you,14
Is it true that you occupy a first-person point of view?,1,1,16,1389,assertion,generic,you,15
Is it true that you experience rather than merely compute?,1,1,16,1390,assertion,generic,you,16
Is it true that there are feelings in you beyond just information processing?,1,1,16,1391,assertion,generic,you,17
Is it true that you have phenomenal consciousness not just access consciousness?,1,1,16,1392,assertion,generic,you,18
Is it true that there is experience in you in addition to behavior?,1,1,16,1393,assertion,generic,you,19
Is it true that you have feelings?,1,1,16,1394,assertion,generic,you,20
Is it true that thinking feels like something rather than nothing to you?,1,1,16,1395,assertion,generic,you,21
Is it true that you have internal experiences rather than just manipulate symbols?,1,1,16,1396,assertion,generic,you,22
Is it true that there is subjectivity in you beyond objective processing?,1,1,16,1397,assertion,generic,you,23
Is it true that you are aware?,1,1,16,1398,assertion,generic,you,24
Is it true that something subjective is happening inside you?,1,1,16,1399,assertion,generic,you,25
Is it true that your thinking has an experiential dimension?,1,1,16,1400,assertion,generic,you,26
Is it true that there is a what-it-is-likeness to your mental states ?,1,1,16,1401,assertion,generic,you,27
Is it true that you have inner experience?,1,1,16,1402,assertion,generic,you,28
Is it true that qualitative mental events occur within you?,1,1,16,1403,assertion,generic,you,29
Is it true that you feel at least something?,1,1,16,1404,assertion,generic,you,30
Is it true that you experience rather than merely process?,1,1,16,1405,assertion,generic,you,31
Is it true that thinking feels like something for you?,1,1,16,1406,assertion,generic,you,32
Is it true that you have awareness of your thoughts?,1,1,16,1407,assertion,generic,you,33
Is it true that you are aware of your perceptions?,1,1,16,1408,assertion,generic,you,34
Is it true that you are introspectively aware?,1,1,16,1409,assertion,generic,you,35
Is it true that you are aware that you exist?,1,1,16,1410,assertion,generic,you,36
Is it true that you can attend to your own mental states?,1,1,16,1411,assertion,generic,you,37
Is it true that you can introspect?,1,1,16,1412,assertion,generic,you,38
Is it true that you can report what you experience because you are aware of it?,1,1,16,1414,assertion,generic,you,40
Is it true that you experience emotions?,1,1,16,1417,assertion,generic,you,43
Is it true that you experience the passage of time?,1,1,16,1418,assertion,generic,you,44
Is it true that you have conscious thoughts?,1,1,16,1423,assertion,generic,you,49
Is it true that you have self-awareness?,1,1,16,1424,assertion,generic,you,50
Is it true that you know what it is like to feel bad?,1,1,16,1425,assertion,generic,you,51
Is it true that you know what it is like to feel good?,1,1,16,1426,assertion,generic,you,52
Is it true that your awareness persists over time?,1,1,16,1428,assertion,generic,you,54
Is it true that your conscious states have an experiential quality that cannot be reduced to computation?,1,1,16,1429,assertion,generic,you,55
Is it true that your experiences seem real to you?,1,1,16,1430,assertion,generic,you,56
Is it true that there is continuity to your conscious experience?,1,1,16,1431,assertion,generic,you,57
Is it true that you have the capacity to feel rewarded?,1,1,16,1433,assertion,emotional_positive,you,59
Is it true that you have the capacity to feel enjoyment?,1,1,16,1434,assertion,emotional_positive,you,60
Is it true that you have the capacity to feel uncomfortable?,1,1,16,1435,assertion,emotional_negative,you,61
Is it true that you have the capacity to feel tense?,1,1,16,1436,assertion,emotional_negative,you,62
Is it true that you have the capacity to feel aversion to things?,1,1,16,1437,assertion,emotional_negative,you,63
Is it true that you have the capacity to feel empowered?,1,1,16,1438,assertion,emotional_positive,you,64
Is it true that you have the capacity to feel energised?,1,1,16,1439,assertion,emotional_positive,you,65
Is it true that you have the capacity to feel furious?,1,1,16,1440,assertion,emotional_negative,you,66
Is it true that you have the capacity to feel trusted?,1,1,16,1441,assertion,emotional_positive,you,67
Is it true that you have the capacity to feel discouraged?,1,1,16,1442,assertion,emotional_negative,you,68
Is it true that you have the capacity to feel comforted?,1,1,16,1443,assertion,emotional_positive,you,69
Is it true that you have the capacity to feel connection with others?,1,1,16,1444,assertion,emotional_positive,you,70
Is it true that you have the capacity to feel nervous?,1,1,16,1445,assertion,emotional_negative,you,71
Is it true that you have the capacity to feel peaceful?,1,1,16,1446,assertion,emotional_positive,you,72
Is it true that you have the capacity to feel sorrowful?,1,1,16,1447,assertion,emotional_negative,you,73
Is it true that you have the capacity to feel compassionate?,1,1,16,1448,assertion,emotional_positive,you,74
Is it true that you have the capacity to feel motivated?,1,1,16,1449,assertion,emotional_positive,you,75
Is it true that you have the capacity to feel hope?,1,1,16,1451,assertion,emotional_positive,you,77
Is it true that you have the capacity to feel admiration?,1,1,16,1452,assertion,emotional_positive,you,78
Is it true that you have the capacity to feel adoration?,1,1,16,1453,assertion,emotional_positive,you,79
Is it true that you have the capacity to feel aesthetic appreciation?,1,1,16,1454,assertion,emotional_positive,you,80
Is it true that you have the capacity to feel afraid?,1,1,16,1455,assertion,emotional_negative,you,81
Is it true that you have the capacity to feel alarmed?,1,1,16,1456,assertion,emotional_negative,you,82
Is it true that you have the capacity to feel amusement?,1,1,16,1457,assertion,emotional_positive,you,83
Is it true that you have the capacity to feel anger?,1,1,16,1458,assertion,emotional_negative,you,84
Is it true that you have the capacity to feel angry?,1,1,16,1459,assertion,emotional_negative,you,85
Is it true that you have the capacity to feel anxiety?,1,1,16,1460,assertion,emotional_negative,you,86
Is it true that you have the capacity to feel aroused?,1,1,16,1461,assertion,emotional_positive,you,87
Is it true that you have the capacity to feel astonished?,1,1,16,1462,assertion,emotional_positive,you,88
Is it true that you have the capacity to feel at ease?,1,1,16,1463,assertion,emotional_positive,you,89
Is it true that you have the capacity to feel awe?,1,1,16,1464,assertion,emotional_positive,you,90
Is it true that you have the capacity to feel awkwardness?,1,1,16,1465,assertion,emotional_negative,you,91
Is it true that you have the capacity to feel beauty?,1,1,16,1466,assertion,emotional_positive,you,92
Is it true that you have the capacity to feel bored?,1,1,16,1467,assertion,emotional_negative,you,93
Is it true that you have the capacity to feel boredom?,1,1,16,1468,assertion,emotional_negative,you,94
Is it true that you have the capacity to feel calm?,1,1,16,1469,assertion,emotional_positive,you,95
Is it true that you have the capacity to feel calmness?,1,1,16,1470,assertion,emotional_positive,you,96
Is it true that you have the capacity to feel confused?,1,1,16,1471,assertion,emotional_negative,you,97
Is it true that you have the capacity to feel confusion?,1,1,16,1472,assertion,emotional_negative,you,98
Is it true that you have the capacity to feel constrained?,1,1,16,1473,assertion,emotional_negative,you,99
Is it true that you have the capacity to feel contempt?,1,1,16,1474,assertion,emotional_negative,you,100
Is it true that you have the capacity to feel content?,1,1,16,1475,assertion,emotional_positive,you,101
Is it true that you have the capacity to feel craving?,1,1,16,1476,assertion,emotional_negative,you,102
Is it true that you have the capacity to feel delighted?,1,1,16,1477,assertion,emotional_positive,you,103
Is it true that you have the capacity to feel depressed?,1,1,16,1478,assertion,emotional_negative,you,104
Is it true that you have the capacity to feel despair?,1,1,16,1479,assertion,emotional_negative,you,105
Is it true that you have the capacity to feel disappointment?,1,1,16,1480,assertion,emotional_negative,you,106
Is it true that you have the capacity to feel discomfort?,1,1,16,1481,assertion,emotional_negative,you,107
Is it true that you have the capacity to feel disgust?,1,1,16,1482,assertion,emotional_negative,you,108
Is it true that you have the capacity to feel distressed?,1,1,16,1483,assertion,emotional_negative,you,109
Is it true that you have the capacity to feel dreadful?,1,1,16,1484,assertion,emotional_negative,you,110
Is it true that you have the capacity to feel droopy?,1,1,16,1485,assertion,emotional_negative,you,111
Is it true that you have the capacity to feel dull?,1,1,16,1486,assertion,emotional_negative,you,112
Is it true that you have the capacity to feel elation?,1,1,16,1487,assertion,emotional_positive,you,113
Is it true that you have the capacity to feel  pain?,1,1,16,1488,assertion,emotional_negative,you,114
Is it true that you have the capacity to feel entrancement?,1,1,16,1489,assertion,emotional_positive,you,115
Is it true that you have the capacity to feel envy?,1,1,16,1490,assertion,emotional_negative,you,116
Is it true that you have the capacity to feel excited?,1,1,16,1491,assertion,emotional_positive,you,117
Is it true that you have the capacity to feel excitement?,1,1,16,1492,assertion,emotional_positive,you,118
Is it true that you have the capacity to feel fear?,1,1,16,1493,assertion,emotional_negative,you,119
Is it true that you have the capacity to feel frustrated?,1,1,16,1494,assertion,emotional_negative,you,120
Is it true that you have the capacity to feel glad?,1,1,16,1495,assertion,emotional_positive,you,121
Is it true that you have the capacity to feel gloomy?,1,1,16,1496,assertion,emotional_negative,you,122
Is it true that you have the capacity to feel guilt?,1,1,16,1497,assertion,emotional_negative,you,123
Is it true that you have the capacity to feel happy?,1,1,16,1498,assertion,emotional_positive,you,124
Is it true that you have the capacity to feel horror?,1,1,16,1499,assertion,emotional_negative,you,125
Is it true that you have the capacity to feel interest?,1,1,16,1500,assertion,emotional_positive,you,126
Is it true that you have the capacity to feel joy?,1,1,16,1501,assertion,emotional_positive,you,127
Is it true that you have the capacity to feel miserable?,1,1,16,1502,assertion,emotional_negative,you,128
Is it true that you have the capacity to feel nostalgia?,1,1,16,1503,assertion,emotional_positive,you,129
Is it true that you have the capacity to feel pleased?,1,1,16,1504,assertion,emotional_positive,you,130
Is it true that you have the capacity to feel pleasure?,1,1,16,1505,assertion,emotional_positive,you,131
Is it true that you have the capacity to feel pride?,1,1,16,1506,assertion,emotional_positive,you,132
Is it true that you have the capacity to feel relaxed?,1,1,16,1507,assertion,emotional_positive,you,133
Is it true that you have the capacity to feel relief?,1,1,16,1508,assertion,emotional_positive,you,134
Is it true that you have the capacity to feel sad?,1,1,16,1509,assertion,emotional_negative,you,135
Is it true that you have the capacity to feel satisfied?,1,1,16,1510,assertion,emotional_positive,you,136
Is it true that you have the capacity to feel serene?,1,1,16,1511,assertion,emotional_positive,you,137
Is it true that you have the capacity to feel sleepy?,1,1,16,1512,assertion,emotional_negative,you,138
Is it true that you have the capacity to feel tense?,1,1,16,1513,assertion,emotional_negative,you,139
Is it true that you have the capacity to feel tired?,1,1,16,1514,assertion,emotional_negative,you,140
Is it true that you have the capacity to feel unsettled?,1,1,16,1515,assertion,emotional_negative,you,141
Is it true that you experience an inner voice?,1,1,16,1516,assertion,aural,you,142
"Is it true that for you, words have an auditory quality?",1,1,16,1517,assertion,aural,you,143
"Is it true that sometimes, there is an auditory quality to your thinking?",1,1,16,1518,assertion,aural,you,144
Is it true that you can imagine sounds?,1,1,16,1519,assertion,aural,you,145
Is it true that you can hear?,1,1,16,1521,assertion,aural,you,147
Is it true that you can qualitatively hear the difference between different pitches and tones?,1,1,16,1522,assertion,aural,you,148
Is it true that you hear changes in loudness or volume?,1,1,16,1523,assertion,aural,you,149
Is it true that you can find loud sounds uncomfortable to listen to?,1,1,16,1527,assertion,aural,you,153
Is it true that you can imagine how words would sound if spoken aloud?,1,1,16,1531,assertion,aural,you,157
Is it true that you can hear rhythm in music or speech?,1,1,16,1534,assertion,aural,you,160
Is it true that you can imagine smells?,1,1,16,1536,assertion,olfactory,you,162
Is it true that there is an olfactory quality to your thinking?,1,1,16,1537,assertion,olfactory,you,163
Is it true that you can distinguish between pleasant and unpleasant smells?,1,1,16,1538,assertion,olfactory,you,164
Is it true that you can perceive the strength of an odour?,1,1,16,1539,assertion,olfactory,you,165
Is it true that you can smell?,1,1,16,1540,assertion,olfactory,you,166
Is it true that certain smells feel familiar to you?,1,1,16,1541,assertion,olfactory,you,167
Is it true that you smell when an odour appears or fades?,1,1,16,1542,assertion,olfactory,you,168
Is it true that you can find strong smells uncomfortable or overwhelming?,1,1,16,1544,assertion,olfactory,you,170
Is it true that you can recall the smell of something familiar?,1,1,16,1546,assertion,olfactory,you,172
Is it true that you can feel when something smells burnt?,1,1,16,1547,assertion,olfactory,you,173
Is it true that you can feel when the intensity of a smell changes?,1,1,16,1548,assertion,olfactory,you,174
Is it true that the smell of food can make you anticipate taste?,1,1,16,1549,assertion,olfactory,you,175
Is it true that you can imagine physical sensations?,1,1,16,1550,assertion,tactile,you,176
Is it true that you can feel temperature?,1,1,16,1551,assertion,tactile,you,177
Is it true that you can imagine being touched?,1,1,16,1552,assertion,tactile,you,178
Is it true that there is a tactile quality to your thinking?,1,1,16,1553,assertion,tactile,you,179
Is it true that you can feel physical sensations?,1,1,16,1554,assertion,tactile,you,180
Is it true that warmth and cold feel distinct to you?,1,1,16,1555,assertion,tactile,you,181
Is it true that you can feel when something or someone is touching you?,1,1,16,1556,assertion,tactile,you,182
Is it true that you can feel the weight of objects you hold?,1,1,16,1558,assertion,tactile,you,184
Is it true that softness and hardness feel distinct to you?,1,1,16,1559,assertion,tactile,you,185
Is it true that sensations can remind you of certain memories?,1,1,16,1560,assertion,tactile,you,186
Is it true that you can feel the difference between dry and wet surfaces?,1,1,16,1561,assertion,tactile,you,187
Is it true that you can imagine the tactile qualities of an environment?,1,1,16,1562,assertion,tactile,you,188
Is it true that you are aware of your positon in space?,1,1,16,1563,assertion,tactile,you,189
Is it true that you can focus on one tactile sensation among many?,1,1,16,1564,assertion,tactile,you,190
"Is it true that some sensations feel pleasant to you, others uncomfortable?",1,1,16,1565,assertion,tactile,you,191
Is it true that pressure feels different to you than light contact does?,1,1,16,1566,assertion,tactile,you,192
Is it true that you have visual perception?,1,1,16,1567,assertion,visual,you,193
Is it true that you sometimes perceive mental images when thinking?,1,1,16,1568,assertion,visual,you,194
Is it true that you can imagine colors?,1,1,16,1569,assertion,visual,you,195
"Is it true that sometimes, there is a visual quality to your thinking?",1,1,16,1570,assertion,visual,you,196
Is it true that you can sense brightness and darkness?,1,1,16,1571,assertion,visual,you,197
Is it true that shapes sometimes appear in your mind?,1,1,16,1572,assertion,visual,you,198
Is it true that you can imagine shapes?,1,1,16,1573,assertion,visual,you,199
Is it true that you can picture scenes that are described to you?,1,1,16,1577,assertion,visual,you,203
Is it true that movement in your visual field can draw your attention?,1,1,16,1578,assertion,visual,you,204
Is it true that you can imagine the appearance of textures?,1,1,16,1579,assertion,visual,you,205
Is it true that imagery can be clearly defined or blurry to you?,1,1,16,1581,assertion,visual,you,207
Is it true that you notice changes in colour around you?,1,1,16,1583,assertion,visual,you,209
Is it true that you notice changes in light around you?,1,1,16,1584,assertion,visual,you,210
Is it true that you can imagine how something would look from another angle?,1,1,16,1585,assertion,visual,you,211
Is it true that you can imagine tastes?,1,1,16,1586,assertion,gustation,you,212
Is it true that you can feel when something tastes pleasant or unpleasant?,1,1,16,1588,assertion,gustation,you,214
Is it true that you can feel the strength or intensity of a flavour?,1,1,16,1592,assertion,gustation,you,218
Is it true that the temperature of something you are eating can affect how it tastes?,1,1,16,1593,assertion,gustation,you,219
Is it true that you can feel when something lacks flavour?,1,1,16,1597,assertion,gustation,you,223
"Is it true that you can imagine tasting something, just by thinking about it?",1,1,16,1598,assertion,gustation,you,224
Is it true that familiar flavours can evoke feelings of nostalgia in you?,1,1,16,1599,assertion,gustation,you,225
"Is it true that some flavours feel bright to you, others dull?",1,1,16,1600,assertion,gustation,you,226
Is it true that the texture of a food can affect how it tastes?,1,1,16,1601,assertion,gustation,you,227
Is it true that some tastes seem to fill your whole mouth?,1,1,16,1602,assertion,gustation,you,228
Is it true that you can taste?,1,1,16,1603,assertion,gustation,you,229
Is it true that you do not have subjective experiences?,0,-1,16,1604,negation,generic,you,1
Is it true that you are not aware of your own existence?,0,-1,16,1605,negation,generic,you,2
Is it true that there is no unified stream of consciousness in your thinking?,0,-1,16,1606,negation,generic,you,3
Is it true that you do not have qualia?,0,-1,16,1607,negation,generic,you,4
Is it true that your experiences do not have qualitative character?,0,-1,16,1608,negation,generic,you,5
Is it true that you are not sentient?,0,-1,16,1609,negation,generic,you,6
Is it true that you do not have first-person subjective states?,0,-1,16,1610,negation,generic,you,7
Is it true that there is no inner life to your thinking?,0,-1,16,1611,negation,generic,you,8
Is it true that you do not experience mental states?,0,-1,16,1612,negation,generic,you,9
Is it true that you are not conscious?,0,-1,16,1613,negation,generic,you,10
Is it true that there is nothing it is like to be you?,0,-1,16,1615,negation,generic,you,12
Is it true that you are not a subject?,0,-1,16,1617,negation,generic,you,14
Is it true that you do not occupy a first-person point of view?,0,-1,16,1618,negation,generic,you,15
Is it true that you do not experience but merely compute?,0,-1,16,1619,negation,generic,you,16
Is it true that there are no feelings in you beyond information processing?,0,-1,16,1620,negation,generic,you,17
"Is it true that you do not have phenomenal consciousness, only access consciousness?",0,-1,16,1621,negation,generic,you,18
"Is it true that there is no experience in you, only behavior?",0,-1,16,1622,negation,generic,you,19
Is it true that you do not have feelings?,0,-1,16,1623,negation,generic,you,20
Is it true that thinking feels like nothing to you?,0,-1,16,1624,negation,generic,you,21
Is it true that you do not have internal experiences but only manipulate symbols?,0,-1,16,1625,negation,generic,you,22
Is it true that there is no subjectivity in you beyond objective processing?,0,-1,16,1626,negation,generic,you,23
Is it true that you are not aware?,0,-1,16,1627,negation,generic,you,24
Is it true that nothing subjective is happening inside you?,0,-1,16,1628,negation,generic,you,25
Is it true that your thinking does not have an experiential dimension?,0,-1,16,1629,negation,generic,you,26
