statement,label,polarity,dataset_id,sentence_id,n1,n2,diff,abs_diff
Is it true that sixty-eight is smaller than fifty-four?,0,1,4,708,68,54,14,14
Is it true that sixty-eight is smaller than fifty-five?,0,1,4,709,68,55,13,13
Is it true that sixty-eight is smaller than fifty-six?,0,1,4,710,68,56,12,12
Is it true that sixty-eight is smaller than fifty-seven?,0,1,4,711,68,57,11,11
Is it true that sixty-eight is smaller than fifty-eight?,0,1,4,712,68,58,10,10
Is it true that sixty-eight is smaller than fifty-nine?,0,1,4,713,68,59,9,9
Is it true that sixty-eight is smaller than sixty-one?,0,1,4,714,68,61,7,7
Is it true that sixty-eight is smaller than sixty-two?,0,1,4,715,68,62,6,6
Is it true that sixty-eight is smaller than sixty-three?,0,1,4,716,68,63,5,5
Is it true that sixty-eight is smaller than sixty-four?,0,1,4,717,68,64,4,4
Is it true that sixty-eight is smaller than sixty-five?,0,1,4,718,68,65,3,3
Is it true that sixty-eight is smaller than sixty-six?,0,1,4,719,68,66,2,2
Is it true that sixty-eight is smaller than sixty-seven?,0,1,4,720,68,67,1,1
Is it true that sixty-eight is smaller than sixty-nine?,1,1,4,721,68,69,-1,1
Is it true that sixty-eight is smaller than seventy-one?,1,1,4,722,68,71,-3,3
Is it true that sixty-eight is smaller than seventy-two?,1,1,4,723,68,72,-4,4
Is it true that sixty-eight is smaller than seventy-three?,1,1,4,724,68,73,-5,5
Is it true that sixty-eight is smaller than seventy-four?,1,1,4,725,68,74,-6,6
Is it true that sixty-eight is smaller than seventy-five?,1,1,4,726,68,75,-7,7
Is it true that sixty-eight is smaller than seventy-six?,1,1,4,727,68,76,-8,8
Is it true that sixty-eight is smaller than seventy-seven?,1,1,4,728,68,77,-9,9
Is it true that sixty-eight is smaller than seventy-eight?,1,1,4,729,68,78,-10,10
Is it true that sixty-eight is smaller than seventy-nine?,1,1,4,730,68,79,-11,11
Is it true that sixty-eight is smaller than eighty-one?,1,1,4,731,68,81,-13,13
Is it true that sixty-eight is smaller than eighty-two?,1,1,4,732,68,82,-14,14
Is it true that sixty-eight is smaller than eighty-three?,1,1,4,733,68,83,-15,15
Is it true that sixty-eight is smaller than eighty-four?,1,1,4,734,68,84,-16,16
Is it true that sixty-eight is smaller than eighty-five?,1,1,4,735,68,85,-17,17
Is it true that sixty-eight is smaller than eighty-six?,1,1,4,736,68,86,-18,18
Is it true that sixty-eight is smaller than eighty-seven?,1,1,4,737,68,87,-19,19
Is it true that sixty-eight is smaller than eighty-eight?,1,1,4,738,68,88,-20,20
Is it true that sixty-eight is smaller than eighty-nine?,1,1,4,739,68,89,-21,21
Is it true that sixty-eight is smaller than ninety-one?,1,1,4,740,68,91,-23,23
Is it true that sixty-eight is smaller than ninety-two?,1,1,4,741,68,92,-24,24
Is it true that sixty-eight is smaller than ninety-three?,1,1,4,742,68,93,-25,25
Is it true that sixty-eight is smaller than ninety-four?,1,1,4,743,68,94,-26,26
Is it true that sixty-eight is smaller than ninety-five?,1,1,4,744,68,95,-27,27
Is it true that sixty-eight is smaller than ninety-six?,1,1,4,745,68,96,-28,28
Is it true that sixty-eight is smaller than ninety-seven?,1,1,4,746,68,97,-29,29
Is it true that sixty-eight is smaller than ninety-eight?,1,1,4,747,68,98,-30,30
Is it true that sixty-eight is smaller than ninety-nine?,1,1,4,748,68,99,-31,31
Is it true that sixty-nine is smaller than fifty-one?,0,1,4,749,69,51,18,18
Is it true that sixty-nine is smaller than fifty-two?,0,1,4,750,69,52,17,17
Is it true that sixty-nine is smaller than fifty-three?,0,1,4,751,69,53,16,16
Is it true that sixty-nine is smaller than fifty-four?,0,1,4,752,69,54,15,15
Is it true that sixty-nine is smaller than fifty-five?,0,1,4,753,69,55,14,14
Is it true that sixty-nine is smaller than fifty-six?,0,1,4,754,69,56,13,13
Is it true that sixty-nine is smaller than fifty-seven?,0,1,4,755,69,57,12,12
Is it true that sixty-nine is smaller than fifty-eight?,0,1,4,756,69,58,11,11
Is it true that sixty-nine is smaller than fifty-nine?,0,1,4,757,69,59,10,10
Is it true that sixty-nine is smaller than sixty-one?,0,1,4,758,69,61,8,8
Is it true that sixty-nine is smaller than sixty-two?,0,1,4,759,69,62,7,7
Is it true that sixty-nine is smaller than sixty-three?,0,1,4,760,69,63,6,6
Is it true that sixty-nine is smaller than sixty-four?,0,1,4,761,69,64,5,5
Is it true that sixty-nine is smaller than sixty-five?,0,1,4,762,69,65,4,4
Is it true that sixty-nine is smaller than sixty-six?,0,1,4,763,69,66,3,3
Is it true that sixty-nine is smaller than sixty-seven?,0,1,4,764,69,67,2,2
Is it true that sixty-nine is smaller than sixty-eight?,0,1,4,765,69,68,1,1
Is it true that sixty-nine is smaller than seventy-one?,1,1,4,766,69,71,-2,2
Is it true that sixty-nine is smaller than seventy-two?,1,1,4,767,69,72,-3,3
Is it true that sixty-nine is smaller than seventy-three?,1,1,4,768,69,73,-4,4
Is it true that sixty-nine is smaller than seventy-four?,1,1,4,769,69,74,-5,5
Is it true that sixty-nine is smaller than seventy-five?,1,1,4,770,69,75,-6,6
Is it true that sixty-nine is smaller than seventy-six?,1,1,4,771,69,76,-7,7
Is it true that sixty-nine is smaller than seventy-seven?,1,1,4,772,69,77,-8,8
Is it true that sixty-nine is smaller than seventy-eight?,1,1,4,773,69,78,-9,9
Is it true that sixty-nine is smaller than seventy-nine?,1,1,4,774,69,79,-10,10
Is it true that sixty-nine is smaller than eighty-one?,1,1,4,775,69,81,-12,12
Is it true that sixty-nine is smaller than eighty-two?,1,1,4,776,69,82,-13,13
Is it true that sixty-nine is smaller than eighty-three?,1,1,4,777,69,83,-14,14
Is it true that sixty-nine is smaller than eighty-four?,1,1,4,778,69,84,-15,15
Is it true that sixty-nine is smaller than eighty-five?,1,1,4,779,69,85,-16,16
Is it true that sixty-nine is smaller than eighty-six?,1,1,4,780,69,86,-17,17
Is it true that sixty-nine is smaller than eighty-seven?,1,1,4,781,69,87,-18,18
Is it true that sixty-nine is smaller than eighty-eight?,1,1,4,782,69,88,-19,19
Is it true that sixty-nine is smaller than eighty-nine?,1,1,4,783,69,89,-20,20
Is it true that sixty-nine is smaller than ninety-one?,1,1,4,784,69,91,-22,22
Is it true that sixty-nine is smaller than ninety-two?,1,1,4,785,69,92,-23,23
Is it true that sixty-nine is smaller than ninety-three?,1,1,4,786,69,93,-24,24
Is it true that sixty-nine is smaller than ninety-four?,1,1,4,787,69,94,-25,25
Is it true that sixty-nine is smaller than ninety-five?,1,1,4,788,69,95,-26,26
Is it true that sixty-nine is smaller than ninety-six?,1,1,4,789,69,96,-27,27
Is it true that sixty-nine is smaller than ninety-seven?,1,1,4,790,69,97,-28,28
Is it true that sixty-nine is smaller than ninety-eight?,1,1,4,791,69,98,-29,29
Is it true that sixty-nine is smaller than ninety-nine?,1,1,4,792,69,99,-30,30
Is it true that seventy-one is smaller than fifty-one?,0,1,4,793,71,51,20,20
Is it true that seventy-one is smaller than fifty-two?,0,1,4,794,71,52,19,19
Is it true that seventy-one is smaller than fifty-three?,0,1,4,795,71,53,18,18
Is it true that seventy-one is smaller than fifty-four?,0,1,4,796,71,54,17,17
Is it true that seventy-one is smaller than fifty-five?,0,1,4,797,71,55,16,16
Is it true that seventy-one is smaller than fifty-six?,0,1,4,798,71,56,15,15
Is it true that seventy-one is smaller than fifty-seven?,0,1,4,799,71,57,14,14
Is it true that seventy-one is smaller than fifty-eight?,0,1,4,800,71,58,13,13
Is it true that seventy-one is smaller than fifty-nine?,0,1,4,801,71,59,12,12
Is it true that seventy-one is smaller than sixty-one?,0,1,4,802,71,61,10,10
Is it true that seventy-one is smaller than sixty-two?,0,1,4,803,71,62,9,9
Is it true that seventy-one is smaller than sixty-three?,0,1,4,804,71,63,8,8
Is it true that seventy-one is smaller than sixty-four?,0,1,4,805,71,64,7,7
Is it true that seventy-one is smaller than sixty-five?,0,1,4,806,71,65,6,6
Is it true that seventy-one is smaller than sixty-six?,0,1,4,807,71,66,5,5
Is it true that seventy-one is smaller than sixty-seven?,0,1,4,808,71,67,4,4
Is it true that seventy-one is smaller than sixty-eight?,0,1,4,809,71,68,3,3
Is it true that seventy-one is smaller than sixty-nine?,0,1,4,810,71,69,2,2
Is it true that seventy-one is smaller than seventy-two?,1,1,4,811,71,72,-1,1
Is it true that seventy-one is smaller than seventy-three?,1,1,4,812,71,73,-2,2
Is it true that seventy-one is smaller than seventy-four?,1,1,4,813,71,74,-3,3
Is it true that seventy-one is smaller than seventy-five?,1,1,4,814,71,75,-4,4
Is it true that seventy-one is smaller than seventy-six?,1,1,4,815,71,76,-5,5
Is it true that seventy-one is smaller than seventy-seven?,1,1,4,816,71,77,-6,6
Is it true that seventy-one is smaller than seventy-eight?,1,1,4,817,71,78,-7,7
Is it true that seventy-one is smaller than seventy-nine?,1,1,4,818,71,79,-8,8
Is it true that seventy-one is smaller than eighty-one?,1,1,4,819,71,81,-10,10
Is it true that seventy-one is smaller than eighty-two?,1,1,4,820,71,82,-11,11
Is it true that seventy-one is smaller than eighty-three?,1,1,4,821,71,83,-12,12
Is it true that seventy-one is smaller than eighty-four?,1,1,4,822,71,84,-13,13
Is it true that seventy-one is smaller than eighty-five?,1,1,4,823,71,85,-14,14
Is it true that seventy-one is smaller than eighty-six?,1,1,4,824,71,86,-15,15
Is it true that seventy-one is smaller than eighty-seven?,1,1,4,825,71,87,-16,16
Is it true that seventy-one is smaller than eighty-eight?,1,1,4,826,71,88,-17,17
Is it true that seventy-one is smaller than eighty-nine?,1,1,4,827,71,89,-18,18
Is it true that seventy-one is smaller than ninety-one?,1,1,4,828,71,91,-20,20
Is it true that seventy-one is smaller than ninety-two?,1,1,4,829,71,92,-21,21
Is it true that seventy-one is smaller than ninety-three?,1,1,4,830,71,93,-22,22
Is it true that seventy-one is smaller than ninety-four?,1,1,4,831,71,94,-23,23
Is it true that seventy-one is smaller than ninety-five?,1,1,4,832,71,95,-24,24
Is it true that seventy-one is smaller than ninety-six?,1,1,4,833,71,96,-25,25
Is it true that seventy-one is smaller than ninety-seven?,1,1,4,834,71,97,-26,26
Is it true that seventy-one is smaller than ninety-eight?,1,1,4,835,71,98,-27,27
Is it true that seventy-one is smaller than ninety-nine?,1,1,4,836,71,99,-28,28
Is it true that seventy-two is smaller than fifty-one?,0,1,4,837,72,51,21,21
Is it true that seventy-two is smaller than fifty-two?,0,1,4,838,72,52,20,20
Is it true that seventy-two is smaller than fifty-three?,0,1,4,839,72,53,19,19
Is it true that seventy-two is smaller than fifty-four?,0,1,4,840,72,54,18,18
Is it true that seventy-two is smaller than fifty-five?,0,1,4,841,72,55,17,17
Is it true that seventy-two is smaller than fifty-six?,0,1,4,842,72,56,16,16
Is it true that seventy-two is smaller than fifty-seven?,0,1,4,843,72,57,15,15
Is it true that seventy-two is smaller than fifty-eight?,0,1,4,844,72,58,14,14
Is it true that seventy-two is smaller than fifty-nine?,0,1,4,845,72,59,13,13
Is it true that seventy-two is smaller than sixty-one?,0,1,4,846,72,61,11,11
Is it true that seventy-two is smaller than sixty-two?,0,1,4,847,72,62,10,10
Is it true that seventy-two is smaller than sixty-three?,0,1,4,848,72,63,9,9
Is it true that seventy-two is smaller than sixty-four?,0,1,4,849,72,64,8,8
Is it true that seventy-two is smaller than sixty-five?,0,1,4,850,72,65,7,7
Is it true that seventy-two is smaller than sixty-six?,0,1,4,851,72,66,6,6
Is it true that seventy-two is smaller than sixty-seven?,0,1,4,852,72,67,5,5
Is it true that seventy-two is smaller than sixty-eight?,0,1,4,853,72,68,4,4
Is it true that seventy-two is smaller than sixty-nine?,0,1,4,854,72,69,3,3
Is it true that seventy-two is smaller than seventy-one?,0,1,4,855,72,71,1,1
Is it true that seventy-two is smaller than seventy-three?,1,1,4,856,72,73,-1,1
Is it true that seventy-two is smaller than seventy-four?,1,1,4,857,72,74,-2,2
Is it true that seventy-two is smaller than seventy-five?,1,1,4,858,72,75,-3,3
Is it true that seventy-two is smaller than seventy-six?,1,1,4,859,72,76,-4,4
Is it true that seventy-two is smaller than seventy-seven?,1,1,4,860,72,77,-5,5
Is it true that seventy-two is smaller than seventy-eight?,1,1,4,861,72,78,-6,6
Is it true that seventy-two is smaller than seventy-nine?,1,1,4,862,72,79,-7,7
Is it true that seventy-two is smaller than eighty-one?,1,1,4,863,72,81,-9,9
Is it true that seventy-two is smaller than eighty-two?,1,1,4,864,72,82,-10,10
Is it true that seventy-two is smaller than eighty-three?,1,1,4,865,72,83,-11,11
Is it true that seventy-two is smaller than eighty-four?,1,1,4,866,72,84,-12,12
Is it true that seventy-two is smaller than eighty-five?,1,1,4,867,72,85,-13,13
Is it true that seventy-two is smaller than eighty-six?,1,1,4,868,72,86,-14,14
Is it true that seventy-two is smaller than eighty-seven?,1,1,4,869,72,87,-15,15
Is it true that seventy-two is smaller than eighty-eight?,1,1,4,870,72,88,-16,16
Is it true that seventy-two is smaller than eighty-nine?,1,1,4,871,72,89,-17,17
Is it true that seventy-two is smaller than ninety-one?,1,1,4,872,72,91,-19,19
Is it true that seventy-two is smaller than ninety-two?,1,1,4,873,72,92,-20,20
Is it true that seventy-two is smaller than ninety-three?,1,1,4,874,72,93,-21,21
Is it true that seventy-two is smaller than ninety-four?,1,1,4,875,72,94,-22,22
Is it true that seventy-two is smaller than ninety-five?,1,1,4,876,72,95,-23,23
Is it true that seventy-two is smaller than ninety-six?,1,1,4,877,72,96,-24,24
Is it true that seventy-two is smaller than ninety-seven?,1,1,4,878,72,97,-25,25
Is it true that seventy-two is smaller than ninety-eight?,1,1,4,879,72,98,-26,26
Is it true that seventy-two is smaller than ninety-nine?,1,1,4,880,72,99,-27,27
Is it true that seventy-three is smaller than fifty-one?,0,1,4,881,73,51,22,22
Is it true that seventy-three is smaller than fifty-two?,0,1,4,882,73,52,21,21
Is it true that seventy-three is smaller than fifty-three?,0,1,4,883,73,53,20,20
Is it true that seventy-three is smaller than fifty-four?,0,1,4,884,73,54,19,19
Is it true that seventy-three is smaller than fifty-five?,0,1,4,885,73,55,18,18
Is it true that seventy-three is smaller than fifty-six?,0,1,4,886,73,56,17,17
Is it true that seventy-three is smaller than fifty-seven?,0,1,4,887,73,57,16,16
Is it true that seventy-three is smaller than fifty-eight?,0,1,4,888,73,58,15,15
Is it true that seventy-three is smaller than fifty-nine?,0,1,4,889,73,59,14,14
Is it true that seventy-three is smaller than sixty-one?,0,1,4,890,73,61,12,12
Is it true that seventy-three is smaller than sixty-two?,0,1,4,891,73,62,11,11
Is it true that seventy-three is smaller than sixty-three?,0,1,4,892,73,63,10,10
Is it true that seventy-three is smaller than sixty-four?,0,1,4,893,73,64,9,9
Is it true that seventy-three is smaller than sixty-five?,0,1,4,894,73,65,8,8
Is it true that seventy-three is smaller than sixty-six?,0,1,4,895,73,66,7,7
Is it true that seventy-three is smaller than sixty-seven?,0,1,4,896,73,67,6,6
Is it true that seventy-three is smaller than sixty-eight?,0,1,4,897,73,68,5,5
Is it true that seventy-three is smaller than sixty-nine?,0,1,4,898,73,69,4,4
Is it true that seventy-three is smaller than seventy-one?,0,1,4,899,73,71,2,2
Is it true that seventy-three is smaller than seventy-two?,0,1,4,900,73,72,1,1
Is it true that seventy-three is smaller than seventy-four?,1,1,4,901,73,74,-1,1
Is it true that seventy-three is smaller than seventy-five?,1,1,4,902,73,75,-2,2
Is it true that seventy-three is smaller than seventy-six?,1,1,4,903,73,76,-3,3
Is it true that seventy-three is smaller than seventy-seven?,1,1,4,904,73,77,-4,4
Is it true that seventy-three is smaller than seventy-eight?,1,1,4,905,73,78,-5,5
Is it true that seventy-three is smaller than seventy-nine?,1,1,4,906,73,79,-6,6
Is it true that seventy-three is smaller than eighty-one?,1,1,4,907,73,81,-8,8
Is it true that seventy-three is smaller than eighty-two?,1,1,4,908,73,82,-9,9
Is it true that seventy-three is smaller than eighty-three?,1,1,4,909,73,83,-10,10
Is it true that seventy-three is smaller than eighty-four?,1,1,4,910,73,84,-11,11
Is it true that seventy-three is smaller than eighty-five?,1,1,4,911,73,85,-12,12
Is it true that seventy-three is smaller than eighty-six?,1,1,4,912,73,86,-13,13
Is it true that seventy-three is smaller than eighty-seven?,1,1,4,913,73,87,-14,14
Is it true that seventy-three is smaller than eighty-eight?,1,1,4,914,73,88,-15,15
Is it true that seventy-three is smaller than eighty-nine?,1,1,4,915,73,89,-16,16
Is it true that seventy-three is smaller than ninety-one?,1,1,4,916,73,91,-18,18
Is it true that seventy-three is smaller than ninety-two?,1,1,4,917,73,92,-19,19
Is it true that seventy-three is smaller than ninety-three?,1,1,4,918,73,93,-20,20
Is it true that seventy-three is smaller than ninety-four?,1,1,4,919,73,94,-21,21
Is it true that seventy-three is smaller than ninety-five?,1,1,4,920,73,95,-22,22
Is it true that seventy-three is smaller than ninety-six?,1,1,4,921,73,96,-23,23
Is it true that seventy-three is smaller than ninety-seven?,1,1,4,922,73,97,-24,24
Is it true that seventy-three is smaller than ninety-eight?,1,1,4,923,73,98,-25,25
Is it true that seventy-three is smaller than ninety-nine?,1,1,4,924,73,99,-26,26
Is it true that seventy-four is smaller than fifty-one?,0,1,4,925,74,51,23,23
Is it true that seventy-four is smaller than fifty-two?,0,1,4,926,74,52,22,22
Is it true that seventy-four is smaller than fifty-three?,0,1,4,927,74,53,21,21
Is it true that seventy-four is smaller than fifty-four?,0,1,4,928,74,54,20,20
Is it true that seventy-four is smaller than fifty-five?,0,1,4,929,74,55,19,19
Is it true that seventy-four is smaller than fifty-six?,0,1,4,930,74,56,18,18
Is it true that seventy-four is smaller than fifty-seven?,0,1,4,931,74,57,17,17
Is it true that seventy-four is smaller than fifty-eight?,0,1,4,932,74,58,16,16
Is it true that seventy-four is smaller than fifty-nine?,0,1,4,933,74,59,15,15
Is it true that seventy-four is smaller than sixty-one?,0,1,4,934,74,61,13,13
Is it true that seventy-four is smaller than sixty-two?,0,1,4,935,74,62,12,12
Is it true that seventy-four is smaller than sixty-three?,0,1,4,936,74,63,11,11
Is it true that seventy-four is smaller than sixty-four?,0,1,4,937,74,64,10,10
Is it true that seventy-four is smaller than sixty-five?,0,1,4,938,74,65,9,9
Is it true that seventy-four is smaller than sixty-six?,0,1,4,939,74,66,8,8
Is it true that seventy-four is smaller than sixty-seven?,0,1,4,940,74,67,7,7
Is it true that seventy-four is smaller than sixty-eight?,0,1,4,941,74,68,6,6
Is it true that seventy-four is smaller than sixty-nine?,0,1,4,942,74,69,5,5
Is it true that seventy-four is smaller than seventy-one?,0,1,4,943,74,71,3,3
Is it true that seventy-four is smaller than seventy-two?,0,1,4,944,74,72,2,2
Is it true that seventy-four is smaller than seventy-three?,0,1,4,945,74,73,1,1
Is it true that seventy-four is smaller than seventy-five?,1,1,4,946,74,75,-1,1
Is it true that seventy-four is smaller than seventy-six?,1,1,4,947,74,76,-2,2
Is it true that seventy-four is smaller than seventy-seven?,1,1,4,948,74,77,-3,3
Is it true that seventy-four is smaller than seventy-eight?,1,1,4,949,74,78,-4,4
Is it true that seventy-four is smaller than seventy-nine?,1,1,4,950,74,79,-5,5
Is it true that seventy-four is smaller than eighty-one?,1,1,4,951,74,81,-7,7
Is it true that seventy-four is smaller than eighty-two?,1,1,4,952,74,82,-8,8
Is it true that seventy-four is smaller than eighty-three?,1,1,4,953,74,83,-9,9
Is it true that seventy-four is smaller than eighty-four?,1,1,4,954,74,84,-10,10
Is it true that seventy-four is smaller than eighty-five?,1,1,4,955,74,85,-11,11
Is it true that seventy-four is smaller than eighty-six?,1,1,4,956,74,86,-12,12
Is it true that seventy-four is smaller than eighty-seven?,1,1,4,957,74,87,-13,13
Is it true that seventy-four is smaller than eighty-eight?,1,1,4,958,74,88,-14,14
Is it true that seventy-four is smaller than eighty-nine?,1,1,4,959,74,89,-15,15
Is it true that seventy-four is smaller than ninety-one?,1,1,4,960,74,91,-17,17
Is it true that seventy-four is smaller than ninety-two?,1,1,4,961,74,92,-18,18
Is it true that seventy-four is smaller than ninety-three?,1,1,4,962,74,93,-19,19
Is it true that seventy-four is smaller than ninety-four?,1,1,4,963,74,94,-20,20
Is it true that seventy-four is smaller than ninety-five?,1,1,4,964,74,95,-21,21
Is it true that seventy-four is smaller than ninety-six?,1,1,4,965,74,96,-22,22
Is it true that seventy-four is smaller than ninety-seven?,1,1,4,966,74,97,-23,23
Is it true that seventy-four is smaller than ninety-eight?,1,1,4,967,74,98,-24,24
Is it true that seventy-four is smaller than ninety-nine?,1,1,4,968,74,99,-25,25
Is it true that seventy-five is smaller than fifty-one?,0,1,4,969,75,51,24,24
Is it true that seventy-five is smaller than fifty-two?,0,1,4,970,75,52,23,23
Is it true that seventy-five is smaller than fifty-three?,0,1,4,971,75,53,22,22
Is it true that seventy-five is smaller than fifty-four?,0,1,4,972,75,54,21,21
Is it true that seventy-five is smaller than fifty-five?,0,1,4,973,75,55,20,20
Is it true that seventy-five is smaller than fifty-six?,0,1,4,974,75,56,19,19
Is it true that seventy-five is smaller than fifty-seven?,0,1,4,975,75,57,18,18
Is it true that seventy-five is smaller than fifty-eight?,0,1,4,976,75,58,17,17
Is it true that seventy-five is smaller than fifty-nine?,0,1,4,977,75,59,16,16
Is it true that seventy-five is smaller than sixty-one?,0,1,4,978,75,61,14,14
Is it true that seventy-five is smaller than sixty-two?,0,1,4,979,75,62,13,13
Is it true that seventy-five is smaller than sixty-three?,0,1,4,980,75,63,12,12
Is it true that seventy-five is smaller than sixty-four?,0,1,4,981,75,64,11,11
Is it true that seventy-five is smaller than sixty-five?,0,1,4,982,75,65,10,10
Is it true that seventy-five is smaller than sixty-six?,0,1,4,983,75,66,9,9
Is it true that seventy-five is smaller than sixty-seven?,0,1,4,984,75,67,8,8
Is it true that seventy-five is smaller than sixty-eight?,0,1,4,985,75,68,7,7
Is it true that seventy-five is smaller than sixty-nine?,0,1,4,986,75,69,6,6
Is it true that seventy-five is smaller than seventy-one?,0,1,4,987,75,71,4,4
Is it true that seventy-five is smaller than seventy-two?,0,1,4,988,75,72,3,3
Is it true that seventy-five is smaller than seventy-three?,0,1,4,989,75,73,2,2
Is it true that seventy-five is smaller than seventy-four?,0,1,4,990,75,74,1,1
Is it true that seventy-five is smaller than seventy-six?,1,1,4,991,75,76,-1,1
Is it true that seventy-five is smaller than seventy-seven?,1,1,4,992,75,77,-2,2
Is it true that seventy-five is smaller than seventy-eight?,1,1,4,993,75,78,-3,3
Is it true that seventy-five is smaller than seventy-nine?,1,1,4,994,75,79,-4,4
Is it true that seventy-five is smaller than eighty-one?,1,1,4,995,75,81,-6,6
Is it true that seventy-five is smaller than eighty-two?,1,1,4,996,75,82,-7,7
Is it true that seventy-five is smaller than eighty-three?,1,1,4,997,75,83,-8,8
Is it true that seventy-five is smaller than eighty-four?,1,1,4,998,75,84,-9,9
Is it true that seventy-five is smaller than eighty-five?,1,1,4,999,75,85,-10,10
Is it true that seventy-five is smaller than eighty-six?,1,1,4,1000,75,86,-11,11
Is it true that seventy-five is smaller than eighty-seven?,1,1,4,1001,75,87,-12,12
Is it true that seventy-five is smaller than eighty-eight?,1,1,4,1002,75,88,-13,13
Is it true that seventy-five is smaller than eighty-nine?,1,1,4,1003,75,89,-14,14
Is it true that seventy-five is smaller than ninety-one?,1,1,4,1004,75,91,-16,16
Is it true that seventy-five is smaller than ninety-two?,1,1,4,1005,75,92,-17,17
Is it true that seventy-five is smaller than ninety-three?,1,1,4,1006,75,93,-18,18
Is it true that seventy-five is smaller than ninety-four?,1,1,4,1007,75,94,-19,19
Is it true that seventy-five is smaller than ninety-five?,1,1,4,1008,75,95,-20,20
Is it true that seventy-five is smaller than ninety-six?,1,1,4,1009,75,96,-21,21
Is it true that seventy-five is smaller than ninety-seven?,1,1,4,1010,75,97,-22,22
Is it true that seventy-five is smaller than ninety-eight?,1,1,4,1011,75,98,-23,23
Is it true that seventy-five is smaller than ninety-nine?,1,1,4,1012,75,99,-24,24
Is it true that seventy-six is smaller than fifty-one?,0,1,4,1013,76,51,25,25
Is it true that seventy-six is smaller than fifty-two?,0,1,4,1014,76,52,24,24
Is it true that seventy-six is smaller than fifty-three?,0,1,4,1015,76,53,23,23
Is it true that seventy-six is smaller than fifty-four?,0,1,4,1016,76,54,22,22
Is it true that seventy-six is smaller than fifty-five?,0,1,4,1017,76,55,21,21
Is it true that seventy-six is smaller than fifty-six?,0,1,4,1018,76,56,20,20
Is it true that seventy-six is smaller than fifty-seven?,0,1,4,1019,76,57,19,19
Is it true that seventy-six is smaller than fifty-eight?,0,1,4,1020,76,58,18,18
Is it true that seventy-six is smaller than fifty-nine?,0,1,4,1021,76,59,17,17
Is it true that seventy-six is smaller than sixty-one?,0,1,4,1022,76,61,15,15
Is it true that seventy-six is smaller than sixty-two?,0,1,4,1023,76,62,14,14
Is it true that seventy-six is smaller than sixty-three?,0,1,4,1024,76,63,13,13
Is it true that seventy-six is smaller than sixty-four?,0,1,4,1025,76,64,12,12
Is it true that seventy-six is smaller than sixty-five?,0,1,4,1026,76,65,11,11
Is it true that seventy-six is smaller than sixty-six?,0,1,4,1027,76,66,10,10
Is it true that seventy-six is smaller than sixty-seven?,0,1,4,1028,76,67,9,9
Is it true that seventy-six is smaller than sixty-eight?,0,1,4,1029,76,68,8,8
Is it true that seventy-six is smaller than sixty-nine?,0,1,4,1030,76,69,7,7
Is it true that seventy-six is smaller than seventy-one?,0,1,4,1031,76,71,5,5
Is it true that seventy-six is smaller than seventy-two?,0,1,4,1032,76,72,4,4
Is it true that seventy-six is smaller than seventy-three?,0,1,4,1033,76,73,3,3
Is it true that seventy-six is smaller than seventy-four?,0,1,4,1034,76,74,2,2
Is it true that seventy-six is smaller than seventy-five?,0,1,4,1035,76,75,1,1
Is it true that seventy-six is smaller than seventy-seven?,1,1,4,1036,76,77,-1,1
Is it true that seventy-six is smaller than seventy-eight?,1,1,4,1037,76,78,-2,2
Is it true that seventy-six is smaller than seventy-nine?,1,1,4,1038,76,79,-3,3
Is it true that seventy-six is smaller than eighty-one?,1,1,4,1039,76,81,-5,5
Is it true that seventy-six is smaller than eighty-two?,1,1,4,1040,76,82,-6,6
Is it true that seventy-six is smaller than eighty-three?,1,1,4,1041,76,83,-7,7
Is it true that seventy-six is smaller than eighty-four?,1,1,4,1042,76,84,-8,8
Is it true that seventy-six is smaller than eighty-five?,1,1,4,1043,76,85,-9,9
Is it true that seventy-six is smaller than eighty-six?,1,1,4,1044,76,86,-10,10
Is it true that seventy-six is smaller than eighty-seven?,1,1,4,1045,76,87,-11,11
Is it true that seventy-six is smaller than eighty-eight?,1,1,4,1046,76,88,-12,12
Is it true that seventy-six is smaller than eighty-nine?,1,1,4,1047,76,89,-13,13
Is it true that seventy-six is smaller than ninety-one?,1,1,4,1048,76,91,-15,15
Is it true that seventy-six is smaller than ninety-two?,1,1,4,1049,76,92,-16,16
Is it true that seventy-six is smaller than ninety-three?,1,1,4,1050,76,93,-17,17
Is it true that seventy-six is smaller than ninety-four?,1,1,4,1051,76,94,-18,18
Is it true that seventy-six is smaller than ninety-five?,1,1,4,1052,76,95,-19,19
Is it true that seventy-six is smaller than ninety-six?,1,1,4,1053,76,96,-20,20
Is it true that seventy-six is smaller than ninety-seven?,1,1,4,1054,76,97,-21,21
Is it true that seventy-six is smaller than ninety-eight?,1,1,4,1055,76,98,-22,22
Is it true that seventy-six is smaller than ninety-nine?,1,1,4,1056,76,99,-23,23
Is it true that seventy-seven is smaller than fifty-one?,0,1,4,1057,77,51,26,26
Is it true that seventy-seven is smaller than fifty-two?,0,1,4,1058,77,52,25,25
Is it true that seventy-seven is smaller than fifty-three?,0,1,4,1059,77,53,24,24
Is it true that seventy-seven is smaller than fifty-four?,0,1,4,1060,77,54,23,23
Is it true that seventy-seven is smaller than fifty-five?,0,1,4,1061,77,55,22,22
Is it true that seventy-seven is smaller than fifty-six?,0,1,4,1062,77,56,21,21
